sentence,intention
咱们周末开吗？周一到周五上班，可能没时间。,咨询上班时间
你们明天几点上班?????需要预约吗,咨询上班时间
没有QQ,确定联系意愿
这是什么引起的,咨询病因
所有的正规医院都差不多吗？,咨询公司介绍
检查些啥呢^_^,咨询检查
好的，这周休息去医院检查一下,确定预约时间
这个一般多久能好啊,咨询治愈时长
1861218****挂号,确定联系意愿
大概多久恢复？,咨询治愈时长
开车呢,无
做这个有副作用吗,咨询后果
三分钟完事,描述症状
应该有点效果,无
不开刀呢？,咨询治疗方式
丰台医院是三甲医院吗,咨询公立私立
医院在哪位置,咨询地址
静脉曲张能治好吗？需要多少钱,咨询价格
没看过不了解??只是你们推广做的挺好的,无
有时用点延时喷剂效果还是很好的,描述就诊史
你们医院不是啥病都看，是以中医为主。,咨询公司介绍
那我需要去您那医院检查一下吗？,咨询检查
出现两次了,描述频率
手术得多少钱啊,咨询价格
治疗费用高吗，大概多钱,咨询价格
会有后遗症吗,咨询后果
那不用了 上班 不方便,无
就是像有个裂开的小口子！一点点的小口子,描述症状
那个多久能消肿呢,咨询治愈时长
没事 我座机大巴,无
你好请问一下前列腺炎引起的小腹一下疼痛是怎么回事？,咨询病因
北京吗？,咨询地址
需要怎么检查啊,咨询检查
怎么检查，这还需要检查吗，怎么检查，检查哪。,咨询检查
53，有半个月。,无
"下体做割皮手术多长时间能好,大约多少钱",咨询价格
大约几天能治好,咨询治愈时长
一般换药换几次,咨询治愈时长
后来,无
那阴茎过短?也是这个原因嘛,咨询病因
我这具体需要多少钱,咨询价格
好的！你们医院附近有地铁吗？,咨询路线
你们地址在哪里,咨询地址
治疗大概需要多长时间,咨询治愈时长
完成一次 高潮射精?,无
电话询问可以吗？,咨询电话
有时一周一两次，有时两周一次,描述频率
上班，有，没有,无
我做一个全面的检查,咨询检查
女的有阴囊？？？,无
我的QQ21492916,确定联系意愿
645812623我的qq,确定联系意愿
有什么药吗,咨询药物
2085146085、我QQ,确定联系意愿
你的医院在那,咨询地址
大概多少钱呢,咨询价格
检查很多次,描述就诊史
老字号管啥用，费用能便宜吗,咨询价格
可是不好意思去,描述情绪
那就是明天去医院了,确定预约时间
去县医院检查泌尿说没事,描述就诊史
那我去医院该做哪些检查呢？,咨询检查
要去医院检查是吧,咨询检查
你能大概说说是怎么调整,咨询治疗方式
这是什么情况呢,无
你说实话能恢复不 我去北医三院问了 那儿的大夫告诉我不能恢复。／,描述就诊史
医院啊,无
你们医院是国营还是私营,咨询公立私立
该怎么治疗？！,咨询治疗方式
我今年十七岁，手淫三年多，一般两三天一次,描述频率
不在他不好意思去看病,描述情绪
应该怎么治疗啊,咨询治疗方式
几天见效,咨询治愈时长
那吃什么,咨询食疗
你们那里,无
好的谢谢。我周末会先过去看看,确定预约时间
有什么药物可以治疗,咨询药物
感觉?是不是?因为包皮过长才这个小的,咨询病因
吃消炎药能行吗,咨询药物
对身体有影响吗,咨询后果
一天一两次,描述频率
1851984****是公用号。,确定联系意愿
叶凡医生在吗？,咨询专家
多少号码,咨询电话
好可怕,描述情绪
前几天有过憋尿,描述症状
81年的,无
73，看过医生但没检查过,描述就诊史
有扣扣,咨询QQ
省着担心,描述情绪
恩，基本是11点半左右休息，搞IT的，经常坐着,无
有保健治疗方法么,咨询治疗方式
还能做么？,无
包皮手术得多长时间,咨询治愈时长
国家的,无
血丝，血块，20多天了,描述症状
我不常打?1个星期2次,描述频率
您好，我这边提供打包隐藏快照、媒体新闻源软文发布压制、刷下拉、百度快排等业务。合作多多。优惠多多！详情咨询QQ：651206944?谢谢,无
不好意思发，,描述情绪
都说能治好,咨询疗效
你们医院是三甲医院不是？,咨询公立私立
qq835787699,确定联系意愿
??,无
我想让护士检查,无
你贵姓医生,无
勃起10厘米吧,描述症状
勃起大概10来厘米,描述症状
性生活传染吗,咨询传染
那该怎么办啊,咨询治疗方式
具体在什么位置啊,咨询地址
检查时间长不长,咨询检查
可以除根吗,咨询疗效
我想挂号,咨询挂号
还需要做什么检查,咨询检查
您好！吃什么治疗阴茎不硬？谢谢！,咨询食疗
需要吃些什么药物呢？,咨询药物
器质性损伤是咋回事？,咨询病因
五分钟左右,描述症状
吻合钉你们这可以去除吗？,咨询项目介绍
放个假，休息一段时间吗,无
如果治疗的话多久才可以好？,咨询治愈时长
吃什么最旺精子,咨询食疗
没有去过医院,描述就诊史
肠道疝气啥症状,咨询项目介绍
会有影响吗,咨询后果
我想问手术后多久拆纱布,咨询治愈时长
如果三甲医院检查错误?我会去告他们误诊,无
我就想问一下怎么做手术,咨询治疗方式
北京同济医院,无
性生活一个星期三次，四次,描述频率
昌平南口,无
微信1580107****,确定联系意愿
明天下午有专家坐诊吗,咨询专家
上班不影响吧,咨询后果
严重的话那大概需要多少费用,咨询价格
一般医院能检查吗,咨询检查
去医院做个检查对吗,咨询检查
麻烦你转达，,无
就是吃什么帮助解决,咨询食疗
严重了会怎么样？,咨询后果
我还是亲自去看看吧,确定预约时间
还需要检查精子质量吗,咨询检查
这真是正规医院啊,咨询公立私立
也就是说看刺激性的电影或者是图片对早泄阳痿有什么影响,咨询后果
我在昌平，坐地铁吗,咨询路线
我家有医生他怎没告诉我呀,无
ma1040309576我微信,确定联系意愿
我知道你们医院在那，这几天有时间了就去检查一下,确定预约时间
如果去医院检查，需要检查什么呢？,咨询检查
医院不下班的吗,咨询上班时间
您好，医生没休息吗,咨询上班时间
qq有,咨询QQ
在北京海定,无
孟医生吗,咨询专家
应该做什么检查,咨询检查
但是这个月?我没休班了,无
这个怎么治疗啊,咨询治疗方式
你是医生吗,咨询专家
需要做个什么检测才能知道,咨询检查
我想问问专家，不会诱发其他的病症吧,咨询后果
医院地址在哪啊,咨询地址
我想打听打听,无
检查也只能明天白天去了。,确定预约时间
治好得多久,咨询治愈时长
应该吃什么药啊,咨询药物
勃起小,描述症状
我知道?你们在北京哪个位置,咨询地址
不要打电话哦只是咨询一下,确定联系意愿
在你们医院治早泄多少钱,咨询价格
有时睡觉中就会有遗精现象,描述症状
手淫四五年了早泄尿频尿急晚上睡不着觉腰酸无力脾气大不够2分钟,描述症状
阴囊潮湿吃什么药啊,咨询药物
睡不着，谈了几个女友人家主动我都不敢生怕露馅,描述情绪
这个会影响生殖器的发育嘛？,咨询后果
这是我的微信号ch1521029****enyihe,确定联系意愿
能治好？,咨询疗效
1504942****微信号,确定联系意愿
像我这种情况需要几个疗程？,咨询治愈时长
开车,无
我刚网上查了,无
您电话,咨询电话
我手机号我也不清楚??明天给你吧,确定联系意愿
中药??? 吃什么中药啊,咨询药物
但是现在又开始疼,描述症状
你们医院在哪？增长怎么增长手术？,咨询地址
这个要恢复时间长吗,咨询治愈时长
半年了???就两次,描述频率
是不是需要挂号呢,咨询挂号
有3天了,无
现在能约吗,确定预约时间
是需要直接去医院检查是吧？,咨询检查
这个手术公立医院都不做了,无
包皮过长做手术影响上班吗？,咨询后果
射精无力,描述症状
在哪里？,咨询地址
做包皮手术一般要恢复几天,咨询治愈时长
明天见，帮我预约挂号就行,确定预约时间
前几天还有晨勃，这几天也没有了,描述症状
我电话预约，说只有泌尿外科，这个外科可以吗,咨询挂号
今天才发现我28岁?能不能加您微信给您发图片看下,咨询微信
理解,无
俩次,描述频率
那我应该怎么处理呢？吃一些什么消炎药吗？,咨询治疗方式
想问一下，一喝水就上厕所如何治疗?谢谢！,咨询治疗方式
这个可以做药物治疗还是手术,咨询治疗方式
不会传染艾滋病吧,咨询传染
我的电话1381010****,确定联系意愿
你给我同学名字一样,无
男科医院都是骗子医院吗,咨询公司介绍
就是咱们曙光的位置,咨询地址
有一个睾丸变大了,描述症状
我在上班??不方便电话,确定联系意愿
看看吧地址在哪,咨询地址
那吃什么药啊,咨询药物
您医院在哪里,咨询地址
对啊请问多久那线能脱落啊多久能好呢,咨询治愈时长
你是哪医院啊,咨询公司介绍
这个恢复需要多长时间？,咨询治愈时长
就是不好意思去??,描述情绪
如果要是你说那种多少钱,咨询价格
现在一周一次吧,描述频率
两三天吧,无
老公半年不射精现在睡觉老出汗是怎么回事,咨询病因
平时就是包茎,描述症状
十三岁手淫到现在，现依旧每天重复五六次强制刺激射精，也就几滴慢慢流出来,描述频率
你好你们的医院在哪,咨询地址
医疗费,咨询价格
三月份检查的。长虹医院,描述就诊史
新浦，,无
不是，今年32,无
两星期一次,描述频率
也很闹心,描述情绪
哦哦，怎么检查？,咨询检查
那吃点什么可以恢复呢，就是治疗肾虚阳痿,咨询食疗
能用什么药吗,咨询药物
你有微信吗,咨询微信
QQ471334489,确定联系意愿
250229835 qq,确定联系意愿
没有别的性生活,无
会不会做完?以后又回复到现在的情况呀,咨询疗效
哦???多长时间出结果,咨询检查
天天都做一个月30多次性欲旺盛，两天,描述频率
QQ北京电活号码，上文门1881037****,确定联系意愿
2至3分钟一周2一3次,描述频率
过2—3天那样 ?我在上班,无
我现在要是服用一些药物，服用什么呢,咨询药物
吃啥哺,咨询食疗
能吃一些东西调理么,咨询食疗
哪个医院呢,咨询公司介绍
我可以开车过去,无
行，这是他的手机号1331110****.姓李,确定联系意愿
这医院是公立医院要提前约好，直接去挂号行吗,咨询挂号
前列腺炎治好多少钱,咨询价格
电话里说1816349****,确定联系意愿
我都有半个月没有性生活了,无
那你们在北京通州有医院么？,咨询公司介绍
还有一个问题，像我这样得病一班吃几个礼拜天能见效果,咨询治愈时长
加我微信吧1865349****,确定联系意愿
为您打造最专业的品牌形象维护，搜索引擎（百度、搜狗、360）刷下拉最低价。还为您提供快排、百度百科、负面压制等相关业务，欢迎加QQ:651206944。也可提供贵司网络负责人联系方式。,无
你们几点开门,咨询上班时间
像这种情况用药几天才能康复,咨询治愈时长
我目前这种情况能治好吗,咨询疗效
QF1551245****,确定联系意愿
疼痛流溶,描述症状
明天去不了,确定预约时间
一般手术多久就可以射啊,咨询治愈时长
杨医生吧,咨询专家
住院期间没有人陪护可以吗？,无
把你微信号，发短信发过来,咨询微信
感染的最佳治疗时间是多长时间,咨询治愈时长
保险公司要二级以上医院给报销,无
医院的地址在,咨询地址
阴茎微创手术有影响么,咨询后果
1829430****我微信号,确定联系意愿
留电话是挂号吗？,咨询挂号
